Codigo/SKU;Descricao;Estoque MGV;Estoque Bling;Diferenca Saldo;NCM MGV;NCM Bling;Preco MGV (R$);Preco Bling (R$);Status;Diagnostico Divergencias
"8878";"ADESIVO SAIDA BEAUTY STEAM R01  - NCM 39199090.";1;0;1;"39199090";"";0.00;12.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (39199090) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 12.00)"
"3027349";"ADESIVO SAIDA THERMOPULSE SOLID STATE 05/14                                      NS: 0000000010";1;0;1;"39199090";"";0.00;155.40;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (39199090) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 155.40)"
"3027003";"ADESIVO SCHILIEPHAKE COD. (A-010)                                                NS: AUTO043225";1;0;1;"39199090";"";0.00;23.72;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (39199090) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 23.72)"
"3027248";"ADESIVO SERIAL (INGLES) - (SUBSTITUIDO)                                          Ns: 0000000052";1;0;1;"39199090";"";9.50;9.50;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (39199090) vs Bling (Não preenchido)"
"7236";"ADESIVO SONIC COMPACT 1-3 MHZ R05";4;0;4;"39199090";"";0.00;91.02;"QTY_DIVERGENCE";"Estoque divergente: MGV (4) vs Bling (0) [Dif: +4] | NCM divergente: MGV (39199090) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 91.02)"
"7187";"ADESIVO SONIC COMPACT MAXX R01";4;0;4;"39199090";"";0.00;138.29;"QTY_DIVERGENCE";"Estoque divergente: MGV (4) vs Bling (0) [Dif: +4] | NCM divergente: MGV (39199090) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 138.29)"
"6184";"ADESIVO STIMULUS FACE MAXX REV.01";2;0;2;"39199090";"";230.00;230.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (39199090) vs Bling (Não preenchido)"
"6157";"ADESIVO STIMULUS PHYSIO 4 CANAIS R01";4;0;4;"39199090";"";0.00;104.24;"QTY_DIVERGENCE";"Estoque divergente: MGV (4) vs Bling (0) [Dif: +4] | NCM divergente: MGV (39199090) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 104.24)"
"7855";"ADESIVO STIMULUS-R R05";2;0;2;"39199090";"";230.00;230.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (39199090) vs Bling (Não preenchido)"
"4487";"ADESIVO TENS-FES R07 MEMBRANA";1;0;1;"39199090";"";220.50;220.50;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (39199090) vs Bling (Não preenchido)"
"192";"ADESIVO VIBROCELL";30;0;30;"39199090";"";190.00;190.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (30) vs Bling (0) [Dif: +30] | NCM divergente: MGV (39199090) vs Bling (Não preenchido)"
"3027963";"ADESIVO VINIL APLICADOR FACIAL SONOFOCUS SAFIRA";2;0;2;"39199090";"";7.00;7.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (39199090) vs Bling (Não preenchido)"
"BLING-16672530990";"ADESIVO VINIL APLICADOR FACIAL SONOFOCUS SAFIRA                                  Ns: 0000000004";0;0;0;"39199090";"";2.52;2.52;"FISCAL_DIVERGENCE";"NCM divergente: MGV (39199090) vs Bling (Não preenchido)"
"BLING-16672530985";"ADESIVO VINIL APLICADOR FACIAL SONOFOCUS SAFIRA                                  Ns: 0000000004";0;0;0;"39199090";"";2.52;2.52;"FISCAL_DIVERGENCE";"NCM divergente: MGV (39199090) vs Bling (Não preenchido)"
"03027963";"ADESIVO VINIL APLICADOR FACIAL SONOFOCUS SAFIRA                                  Ns: 0000000020";0;0;0;"39199090";"";1.76;1.76;"FISCAL_DIVERGENCE";"NCM divergente: MGV (39199090) vs Bling (Não preenchido)"
"21200016";"AGUA DEIONIZADA";43;0;43;"28539019";"";45.00;45.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (43) vs Bling (0) [Dif: +43] | NCM divergente: MGV (28539019) vs Bling (Não preenchido)"
"21200021";"ALCOOL ISOPROPILICO";36;0;36;"29051220";"";0.00;41.54;"QTY_DIVERGENCE";"Estoque divergente: MGV (36) vs Bling (0) [Dif: +36] | NCM divergente: MGV (29051220) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 41.54)"
"10784";"ALIVIADOR DO CABO APLICADOR ACRUS (IMP)";3;0;3;"39269090";"";750.00;750.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (3) vs Bling (0) [Dif: +3] | NCM divergente: MGV (39269090) vs Bling (Não preenchido)"
"3038525";"ALÇA APLICADOR PLACA";10;0;10;"90189099";"";0.00;1.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (10) vs Bling (0) [Dif: +10] | NCM divergente: MGV (90189099) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.00)"
"1227";"AMPOLA DE OZONIO";3;0;3;"70179000";"";0.00;38.57;"QTY_DIVERGENCE";"Estoque divergente: MGV (3) vs Bling (0) [Dif: +3] | NCM divergente: MGV (70179000) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 38.57)"
"21";"AMPOLA DE OZONIO";19;0;19;"70179000";"";0.00;15.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (19) vs Bling (0) [Dif: +19] | NCM divergente: MGV (70179000) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 15.00)"
"3025021";"ANEL DE REFORCO PARA MANGUEIRA - HOOKE   (VENDAS)                                NS: 0000000001";2;0;2;"70200090";"";0.00;11.85;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (70200090) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 11.85)"
"12795";"ANEL ORING 2143 61,60Ø X 2,62 ESP. NITRILICA";0;0;0;"40169300";"";28.50;28.50;"FISCAL_DIVERGENCE";"NCM divergente: MGV (40169300) vs Bling (Não preenchido)"
"25002076";"ANEL VEDACAO BICO CRIOFREQUENCIA";10;0;10;"90330000";"";0.00;6.30;"QTY_DIVERGENCE";"Estoque divergente: MGV (10) vs Bling (0) [Dif: +10] | NCM divergente: MGV (90330000) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 6.30)"
"2039566";"APLICADOR DE RADIOFREQUENCIA BIPOLAR-HOOKE 2014                                  NS: 1465001001";2;0;2;"90330000";"";0.00;1022.33;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (90330000) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1022.33)"
"80018097";"APLICADOR DIREITO AZUL KLD";2;0;2;"90189099";"";0.00;1.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (90189099) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.00)"
"80018236";"APLICADOR DIREITO BRANCO KLD";6;0;6;"90189099";"";0.00;1.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (6) vs Bling (0) [Dif: +6] | NCM divergente: MGV (90189099) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.00)"
"80018180";"APLICADOR DIREITO LILÁS KLD";5;0;5;"90189099";"";0.00;1.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (5) vs Bling (0) [Dif: +5] | NCM divergente: MGV (90189099) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.00)"
"3025011";"APLICADOR EM SILICONE P/ RADIOFREQUENCIA                                         NS: AUTO044389";2;0;2;"90183999";"";0.00;188.10;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (90183999) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 188.10)"
"80018096";"APLICADOR ESQUERDO AZUL KLD";2;0;2;"90189099";"";0.00;1.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (90189099) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.00)"
"80018235";"APLICADOR ESQUERDO BRANCO KLD";7;0;7;"90189099";"";0.00;1.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (7) vs Bling (0) [Dif: +7] | NCM divergente: MGV (90189099) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.00)"
"80018179";"APLICADOR ESQUERDO LILÁS KLD";3;0;3;"90189099";"";0.00;1.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (3) vs Bling (0) [Dif: +3] | NCM divergente: MGV (90189099) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.00)"
"2039940";"APLICADOR MODELLATA - ORBITAL                                                    NS: 1549690021";0;0;0;"90330000";"";1600.00;1600.00;"FISCAL_DIVERGENCE";"NCM divergente: MGV (90330000) vs Bling (Não preenchido)"
"02071850";"APLICADOR PEQUENO RESISTIVO                                                      Ns: 1403800002";0;0;0;"90189099";"";1072.00;1072.00;"FISCAL_DIVERGENCE";"NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"007673";"APLICADOR SONIC COMPACT MAXX";1;0;1;"90189099";"";0.00;233.97;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (90189099) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 233.97)"
"2039534";"APLICADOR SONOFOCUS                                                              NS: 1440671001";1;0;1;"90330000";"";0.00;1172.13;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (90330000) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1172.13)"
"3068";"ARO INFERIOR - APLICADOR VIBRIA_HIBRIDI";32;0;32;"90189099";"";45.00;45.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (32) vs Bling (0) [Dif: +32] | NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"3066";"ARO SUPERIOR - APLICADOR VIBRIA_HIBRIDI";10;0;10;"90189099";"";45.00;45.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (10) vs Bling (0) [Dif: +10] | NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"03038593";"Abracadeira Radial em aco inoxidavel Diametro 11,9mm                             Ns: 0000000030";0;0;0;"90189099";"";4.83;4.83;"FISCAL_DIVERGENCE";"NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"BLING-16683621104";"Abracadeira Radial em aco inoxidavel Diametro 11,9mm                             Ns: 0000000032";0;0;0;"90189099";"";4.83;4.83;"FISCAL_DIVERGENCE";"NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"BLING-16683621105";"Abracadeira Radial em aco inoxidavel Diametro 11,9mm                             Ns: 0000000033";0;0;0;"90189099";"";4.83;4.83;"FISCAL_DIVERGENCE";"NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"03038608";"Abracadeira Radial em aco inoxidavel Diametro 12,3mm                             Ns: 0000000015";0;0;0;"90189099";"";1.51;1.51;"FISCAL_DIVERGENCE";"NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"BLING-16683621106";"Abracadeira Radial em aco inoxidavel Diametro 12,3mm                             Ns: 0000000016";0;0;0;"90189099";"";1.51;1.51;"FISCAL_DIVERGENCE";"NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"03038594";"Abracadeira Radial em aco inoxidavel Diametro 15,3mm                             Ns: 0000000022";0;0;0;"90189099";"";1.68;1.68;"FISCAL_DIVERGENCE";"NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"1690";"BANDEJA PLASTICA";1;0;1;"90189099";"";0.00;1.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (90189099) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.00)"
"80018303";"BASE APLICADOR AVATAR KLD";1;0;1;"90189099";"";0.00;1.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (90189099) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.00)"
"137327";"BASE DA BORRACHA EXCENTRICA";48;0;48;"40169300";"";85.00;85.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (48) vs Bling (0) [Dif: +48] | NCM divergente: MGV (40169300) vs Bling (Não preenchido)"
"03025234";"BASE DE ACOPLAMENTO PARA PONTEIRAS MODELLATA                                                        Ns: 0000000063";0;0;0;"90189099";"";34.30;34.30;"FISCAL_DIVERGENCE";"NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"11078";"BASE DE ENCAIXE DO SUPORTE ACRUS FURADO";3;0;3;"90189099";"";0.00;216.78;"QTY_DIVERGENCE";"Estoque divergente: MGV (3) vs Bling (0) [Dif: +3] | NCM divergente: MGV (90189099) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 216.78)"
"3029084";"BASE GABINETE SAFIRA V2.0                                                        NS: 0000000065";6;0;6;"39269090";"";190.00;190.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (6) vs Bling (0) [Dif: +6] | NCM divergente: MGV (39269090) vs Bling (Não preenchido)"
"2123006";"BASE PARA GABINETE DO SUPORTE DE APLICADORES LINHA DIAMOND                       NS: 1553051001";4;0;4;"39269090";"";0.00;23.72;"QTY_DIVERGENCE";"Estoque divergente: MGV (4) vs Bling (0) [Dif: +4] | NCM divergente: MGV (39269090) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 23.72)"
"2123007";"BASE PARA SUPORTE DE APLICADORES LINHA DIAMANTE                                  NS: 1553101001";4;0;4;"39269090";"";0.00;23.72;"QTY_DIVERGENCE";"Estoque divergente: MGV (4) vs Bling (0) [Dif: +4] | NCM divergente: MGV (39269090) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 23.72)"
"5014171MP2";"BEAUTY STEAM MAXX  NS : 386538";0;0;0;"90189099";"";2232.00;2232.00;"FISCAL_DIVERGENCE";"NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"25001737";"BICO INOX GAB CRIOFREQUENCIA";4;0;4;"39259090";"";119.90;119.90;"QTY_DIVERGENCE";"Estoque divergente: MGV (4) vs Bling (0) [Dif: +4] | NCM divergente: MGV (39259090) vs Bling (Não preenchido)"
"3688";"BOBINA DE ALTA FREQUENCIA HTM REV.01";7;0;7;"85043199";"";180.00;180.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (7) vs Bling (0) [Dif: +7] | NCM divergente: MGV (85043199) vs Bling (Não preenchido)"
"005070 ";"BOBINA DE ALTA FREQUENCIA HTM REV.02";7;0;7;"85043199";"";0.00;1.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (7) vs Bling (0) [Dif: +7] | NCM divergente: MGV (85043199) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.00)"
"03024210.";"BOBINA HF 4 FIO P/ DERMOSTEAM  CUSTOMIZADA                                       Ns: 0000000122.";0;0;0;"90189099";"";19.60;19.60;"FISCAL_DIVERGENCE";"NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"BLING-16683621098";"BOBINA HF 4 FIO P/ DERMOSTEAM  CUSTOMIZADA                                       Ns: 0000000126";0;0;0;"90189099";"";19.60;19.60;"FISCAL_DIVERGENCE";"NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"03024210";"BOBINA HF 4 FIO P/ DERMOSTEAM CUSTOMIZADA";0;0;0;"90189099";"";28.00;28.00;"FISCAL_DIVERGENCE";"NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"3024210";"BOBINA HF 4 FIOS P/DERMOSTEAM CUSTOMIZADA";27;0;27;"90189099";"";180.00;180.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (27) vs Bling (0) [Dif: +27] | NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"3025217";"BOBINA THORK MONTADA";1;0;1;"85045000";"";2200.00;2200.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (85045000) vs Bling (Não preenchido)"
"5263";"BOMBA D AGUA KLD";4;0;4;"28539090";"";600.00;600.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (4) vs Bling (0) [Dif: +4] | NCM divergente: MGV (28539090) vs Bling (Não preenchido)"
"1731823";"BOMBA DAGUA C/VAZAO 3LT/MIN P/RESFR.DO EQUIP.P/SISTEMA A LASER P/DEPILACAO";0;0;0;"84138100";"";2400.00;2400.00;"FISCAL_DIVERGENCE";"NCM divergente: MGV (84138100) vs Bling (Não preenchido)"
"3065009";"BOMBA DE AGUA BRUSHILEES 12VDC";2;0;2;"28539090";"";1500.00;1500.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (28539090) vs Bling (Não preenchido)"
"4310";"BOMBA DE AGUA MP-20RM";0;0;0;"28539090";"";800.00;800.00;"FISCAL_DIVERGENCE";"NCM divergente: MGV (28539090) vs Bling (Não preenchido)"
"009522";"BOMBA DE VACUO 12 VDC";1;0;1;"84141000";"";1790.00;1790.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (84141000) vs Bling (Não preenchido)"
"558";"BOMBA D´AGUA 20 RM";2;0;2;"84138100";"";0.00;1.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (84138100) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.00)"
"559";"BOMBA D´AGUA MP 24V 55W 20L/MIN";2;0;2;"84138100";"";0.00;1.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (84138100) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.00)"
"557";"BOMBA D´AGUA MP-30RZ 15/10 L/MIN";1;0;1;"84137080";"";0.00;1.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (84137080) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.00)"
"11647";"BOMBA HIDRAULICA MINI 12VDC";4;0;4;"84138100";"";350.00;350.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (4) vs Bling (0) [Dif: +4] | NCM divergente: MGV (84138100) vs Bling (Não preenchido)"
"3016005";"BOMBA PISTAO OSCILANTE 12VCC                                                     NS: 0000031824";2;0;2;"84141000";"";0.00;448.50;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (84141000) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 448.50)"
"147327";"BORRACHA EXCENTRICA";47;0;47;"90189099";"";540.00;540.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (47) vs Bling (0) [Dif: +47] | NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"7921";"BORRACHA INFERIOR DO APLICADOR FLOATING (P.427C)";34;0;34;"90189099";"";45.00;45.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (34) vs Bling (0) [Dif: +34] | NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"7919";"BORRACHA SUPERIOR DO APLICADOR VIBRIA";5;0;5;"39269090";"";120.00;120.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (5) vs Bling (0) [Dif: +5] | NCM divergente: MGV (39269090) vs Bling (Não preenchido)"
"4595";"BORRACHA VEDACAO APLICADOR SONIC REV.02";4;0;4;"90189099";"";159.00;159.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (4) vs Bling (0) [Dif: +4] | NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"3029077";"BOTAO EMBORRACHADO DA PROBE                                                      NS: 0000000019";4;0;4;"39269090";"";10.00;10.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (4) vs Bling (0) [Dif: +4] | NCM divergente: MGV (39269090) vs Bling (Não preenchido)"
"7967";"BRACO BEAUTY STEAM R02.";7;0;7;"90189099";"";0.00;1.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (7) vs Bling (0) [Dif: +7] | NCM divergente: MGV (90189099) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.00)"
"00008";"BRACO DIRECIONADOR DERMOSTEAM                                                    Ns: 0000000132";0;0;0;"90189099";"";116.00;116.00;"FISCAL_DIVERGENCE";"NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"03025160";"BRACO DIRECIONADOR DERMOSTEAM                                                    Ns: 0000000170";0;0;0;"90189099";"";81.20;81.20;"FISCAL_DIVERGENCE";"NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"3025348";"BUCHA ALIVIADOR TUBO 7/8""                                                        NS: 0000000035";2;0;2;"39269090";"";0.00;42.15;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (39269090) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 42.15)"
"3038520";"BUCHA APLICADOR VEGA                                                             NS: 0000000013";1;0;1;"39172900";"";0.00;22.68;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (39172900) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 22.68)"
"3025347";"BUCHA TRAVA PARA TUBO KEL-C 7/8""                                                 NS: 0000000035";2;0;2;"39269090";"";0.00;36.89;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (39269090) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 36.89)"
"2703";"BUCHA USINADA ILUMINACAO MANOPLA PLASMA R03";4;0;4;"39269090";"";0.00;110.69;"QTY_DIVERGENCE";"Estoque divergente: MGV (4) vs Bling (0) [Dif: +4] | NCM divergente: MGV (39269090) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 110.69)"
"1992";"CABECOTE CONICO US 54 MM";2;0;2;"39269090";"";0.00;98.78;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (39269090) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 98.78)"
"2110322";"CABECOTE DE SILICONE 8CM2";0;0;0;"90189099";"";290.00;290.00;"FISCAL_DIVERGENCE";"NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"02110322";"CABECOTE DE SILICONE 8CM2                                                    Ns: AUTO038265";0;0;0;"90189099";"";155.20;155.20;"FISCAL_DIVERGENCE";"NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"393";"CABECOTE DE SILICONE 8CM2 IMPORTADO                                              NS: AUTO044881";5;0;5;"90330000";"";0.00;255.50;"QTY_DIVERGENCE";"Estoque divergente: MGV (5) vs Bling (0) [Dif: +5] | NCM divergente: MGV (90330000) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 255.50)"
"02049095";"CABECOTE DE SILICONE C/ NTC - 10CM2";0;0;0;"90189099";"";650.00;650.00;"FISCAL_DIVERGENCE";"NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"2049240";"CABECOTE SILICONE 21W";1;0;1;"90189099";"";380.00;380.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"5075";"CABECOTE SONIC COMPACT REV.03 BRANCO";3;0;3;"90189099";"";0.00;1.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (3) vs Bling (0) [Dif: +3] | NCM divergente: MGV (90189099) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.00)"
"2049048";"CABEÇOTE DE SILICONE COM NTC 7W";7;0;7;"85334090";"";389.50;389.50;"QTY_DIVERGENCE";"Estoque divergente: MGV (7) vs Bling (0) [Dif: +7] | NCM divergente: MGV (85334090) vs Bling (Não preenchido)"
"1492071";"CABO 0,50MMX1,80M P10";0;0;0;"85444200";"";0.00;54.12;"FISCAL_DIVERGENCE";"NCM divergente: MGV (85444200) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 54.12)"
"3049007";"CABO 09 P/ NEURO II (AZUL /VERDE 2 VIAS CADA) - INJETADO                         NS: 0000000148";1;0;1;"85444200";"";95.00;95.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (85444200) vs Bling (Não preenchido)"
