Codigo/SKU;Descricao;Estoque MGV;Estoque Bling;Diferenca Saldo;NCM MGV;NCM Bling;Preco MGV (R$);Preco Bling (R$);Status;Diagnostico Divergencias
"BLING-16672530987";"ETIQUETA APLICADOR FACIAL SONOFOCUS SAFIRA                                       Ns: 0000000010";0;0;0;"90189099";"";3.72;3.72;"FISCAL_DIVERGENCE";"NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"BLING-16672530992";"ETIQUETA APLICADOR FACIAL SONOFOCUS SAFIRA                                       Ns: 0000000010";0;0;0;"90189099";"";3.72;3.72;"FISCAL_DIVERGENCE";"NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"10041";"ETIQUETA BEAUTY STEAM";1;0;1;"90189099";"";0.00;1.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (90189099) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.00)"
"10042";"ETIQUETA BEAUTY STEAM MAXX";1;0;1;"39219019";"";0.00;1.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (39219019) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.00)"
"3027263";"ETIQUETA CABECOTE HECCUS - VS 04/13                                              Ns: 0000000051";5;0;5;"39199090";"";0.00;25.02;"QTY_DIVERGENCE";"Estoque divergente: MGV (5) vs Bling (0) [Dif: +5] | NCM divergente: MGV (39199090) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 25.02)"
"3027562";"ETIQUETA CARACTERISTICA PROBE 3-4 - LASER 660-808NM - INMETRO";11;0;11;"39199090";"";20.00;20.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (11) vs Bling (0) [Dif: +11] | NCM divergente: MGV (39199090) vs Bling (Não preenchido)"
"03027564";"ETIQUETA CARACTERISTICA PROBE 5  - LASER 904NM - INMETRO                         Ns: 0000000033";0;0;0;"90189099";"";4.00;4.00;"FISCAL_DIVERGENCE";"NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"3027564";"ETIQUETA CARACTERISTICA PROBE 5 - LASER 904NM";1;0;1;"48211000";"";27.00;27.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (48211000) vs Bling (Não preenchido)"
"3027566";"ETIQUETA CLUSTER GRANDE  1 / 2 / 3 - INMETRO                                     NS: 0000000008";4;0;4;"39199090";"";0.00;6.68;"QTY_DIVERGENCE";"Estoque divergente: MGV (4) vs Bling (0) [Dif: +4] | NCM divergente: MGV (39199090) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 6.68)"
"3027567";"ETIQUETA CLUSTER PEQUENO 1- LED RGB E LASER 808NM - INMETRO                      NS: 0000000006";4;0;4;"39199090";"";0.00;6.09;"QTY_DIVERGENCE";"Estoque divergente: MGV (4) vs Bling (0) [Dif: +4] | NCM divergente: MGV (39199090) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 6.09)"
"3027438";"ETIQUETA FRONTAL DERMOSTEAM LED THERAPY                                          NS: 0000000019";5;0;5;"39199090";"";0.00;31.61;"QTY_DIVERGENCE";"Estoque divergente: MGV (5) vs Bling (0) [Dif: +5] | NCM divergente: MGV (39199090) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 31.61)"
"3027652";"ETIQUETA IDENTIFICACAO DE ACESSORIOS INMETRO - MODELO APLICADORES                NS: 0000000026";4;0;4;"39199090";"";0.00;1.07;"QTY_DIVERGENCE";"Estoque divergente: MGV (4) vs Bling (0) [Dif: +4] | NCM divergente: MGV (39199090) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.07)"
"3027862";"ETIQUETA IDENTIFICAÇÃO PROBE";1;0;1;"39219019";"";0.00;1.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (39219019) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.00)"
"9098";"ETIQUETA SEGURANÇA INMETRO";1;0;1;"48211000";"";0.00;1.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (48211000) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.00)"
"3027627";"ETIQUETA TRASEIRA DERMOSTEAM 127 V - LED THERAPY                                 NS: 0000000013";3;0;3;"39199090";"";0.00;2.64;"QTY_DIVERGENCE";"Estoque divergente: MGV (3) vs Bling (0) [Dif: +3] | NCM divergente: MGV (39199090) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 2.64)"
"3027628";"ETIQUETA TRASEIRA DERMOSTEAM 220 V - LED THERAPY                                 NS: 0000000015";2;0;2;"39199090";"";0.00;6.75;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (39199090) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 6.75)"
"3027265";"ETIQUETA TRASEIRA THERMOPULSE SOLID STATE - VS 01/14                             NS: 0000000012";1;0;1;"39199090";"";0.00;15.81;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (39199090) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 15.81)"
"3027747";"ETIQUETA TUV / INMETRO - PORTARIA 54 - 20 X 15 MM";5;0;5;"39199090";"";4.00;4.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (5) vs Bling (0) [Dif: +5] | NCM divergente: MGV (39199090) vs Bling (Não preenchido)"
"3027552";"ETIQUETAS CARACTERISTICA CLUSTER PEQUENO 1 - LED RGB E LASER - INMETRO";3;0;3;"39199090";"";0.00;20.91;"QTY_DIVERGENCE";"Estoque divergente: MGV (3) vs Bling (0) [Dif: +3] | NCM divergente: MGV (39199090) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 20.91)"
"10793";"FILTRO DE AGUA 4L/MIN 120PSI (IMP0";2;0;2;"84212100";"";1220.00;1220.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (84212100) vs Bling (Não preenchido)"
"9929";"FILTRO DE PLASTICO MICRO-POROSO";28;0;28;"90328100";"";16.90;16.90;"QTY_DIVERGENCE";"Estoque divergente: MGV (28) vs Bling (0) [Dif: +28] | NCM divergente: MGV (90328100) vs Bling (Não preenchido)"
"319";"FILTRO HAKON";3;0;3;"84212100";"";870.00;870.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (3) vs Bling (0) [Dif: +3] | NCM divergente: MGV (84212100) vs Bling (Não preenchido)"
"604";"FILTRO HOLONYAK";4;0;4;"84219999";"";0.00;1.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (4) vs Bling (0) [Dif: +4] | NCM divergente: MGV (84219999) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.00)"
"20374";"FILTRO PARA CANETA DIAMANTADA";30;0;30;"76041010";"";0.00;6.30;"QTY_DIVERGENCE";"Estoque divergente: MGV (30) vs Bling (0) [Dif: +30] | NCM divergente: MGV (76041010) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 6.30)"
"127327";"FIXADOR BORRACHA EXCENTRICA";55;0;55;"90189099";"";115.00;115.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (55) vs Bling (0) [Dif: +55] | NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"5153";"FONTE 12V 5A";0;0;0;"85044021";"";130.00;130.00;"FISCAL_DIVERGENCE";"NCM divergente: MGV (85044021) vs Bling (Não preenchido)"
"585";"FONTE 15 W";2;0;2;"85044021";"";120.00;120.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (85044021) vs Bling (Não preenchido)"
"35012";"FONTE CHAVEADA 350W 90-264VCA/240-370VCC SAIDA 12VCC/29A - MEAN WELL";-1;0;-1;"85044029";"";2835.00;2835.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (-1) vs Bling (0) [Dif: -1] | NCM divergente: MGV (85044029) vs Bling (Não preenchido)"
"790822721032";"FONTE DE ALIMENTAÇÃO";3;0;3;"85044021";"";0.00;1.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (3) vs Bling (0) [Dif: +3] | NCM divergente: MGV (85044021) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.00)"
"7908227210789";"FONTE DE ALIMENTAÇÃO 9V - 2A";7;0;7;"85044090";"";0.00;1.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (7) vs Bling (0) [Dif: +7] | NCM divergente: MGV (85044090) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.00)"
"7908227210321";"FONTE DE ALIMENTAÇÃO P4";7;0;7;"85044021";"";0.00;1.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (7) vs Bling (0) [Dif: +7] | NCM divergente: MGV (85044021) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.00)"
"5154";"FONTE TOMADA 12V 2A";-2;0;-2;"85044021";"";85.00;85.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (-2) vs Bling (0) [Dif: -2] | NCM divergente: MGV (85044021) vs Bling (Não preenchido)"
"205025";"Filtro de Seringa PTFE 25mm  0,22µm";1;0;1;"84212990";"";20.00;20.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (84212990) vs Bling (Não preenchido)"
"03029058";"GABINETE APLICADOR CLUSTER ANTARES";0;0;0;"39269090";"";44.00;44.00;"FISCAL_DIVERGENCE";"NCM divergente: MGV (39269090) vs Bling (Não preenchido)"
"3029059";"GABINETE APLICADOR CLUSTER GRANDE";-1;0;-1;"90189099";"";295.00;295.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (-1) vs Bling (0) [Dif: -1] | NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"264";"GABINETE APLICADOR CLUSTER GRANDE ANTARES                                        NS: 0000000024";3;0;3;"39269090";"";295.00;295.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (3) vs Bling (0) [Dif: +3] | NCM divergente: MGV (39269090) vs Bling (Não preenchido)"
"3029058";"GABINETE APLICADOR CLUSTER MEDIO ANTARES                                         NS: 0000000012";3;0;3;"84149039";"";0.00;66.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (3) vs Bling (0) [Dif: +3] | NCM divergente: MGV (84149039) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 66.00)"
"1508660";"GABINETE BASE G INJETADO MANOPLA CRIODERMIS";5;0;5;"39269090";"";395.00;395.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (5) vs Bling (0) [Dif: +5] | NCM divergente: MGV (39269090) vs Bling (Não preenchido)"
"1508695";"GABINETE BASE M INJETADO MANOPLA CRIODERMIS";4;0;4;"39269090";"";375.00;375.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (4) vs Bling (0) [Dif: +4] | NCM divergente: MGV (39269090) vs Bling (Não preenchido)"
"9294";"GABINETE BEAUTY STEAM INJETADO";2;0;2;"39269090";"";320.00;320.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (39269090) vs Bling (Não preenchido)"
"3029074";"GABINETE FUNDO PARA VAPORIZADOR - (BRANCO) - LED THERAPY                         NS: 0000000099";4;0;4;"39269090";"";350.00;350.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (4) vs Bling (0) [Dif: +4] | NCM divergente: MGV (39269090) vs Bling (Não preenchido)"
"7954";"GABINETE GRANDE PORTE-BORDA SUP. INJETADA CINZA ESPECIAL2018";3;0;3;"90189099";"";0.00;32.78;"QTY_DIVERGENCE";"Estoque divergente: MGV (3) vs Bling (0) [Dif: +3] | NCM divergente: MGV (90189099) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 32.78)"
"2844";"GABINETE GRANDE PORTE-PARTE SUP. INJETADA BORDA CINZA";3;0;3;"90189099";"";0.00;60.44;"QTY_DIVERGENCE";"Estoque divergente: MGV (3) vs Bling (0) [Dif: +3] | NCM divergente: MGV (90189099) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 60.44)"
"3030008";"GABINETE METALICO THERMOPULSE - SOLID STATE                                      NS: 0000000103";1;0;1;"85372090";"";0.00;2097.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (85372090) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 2097.00)"
"3029073";"GABINETE PAINEL PARA VAPORIZADOR - (BRANCO - LED THERAPY                         NS: 0000000102";3;0;3;"39269090";"";330.00;330.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (3) vs Bling (0) [Dif: +3] | NCM divergente: MGV (39269090) vs Bling (Não preenchido)"
"3029022";"GABINETE PAINEL PARA VAPORIZADOR - (BRANCO)";5;0;5;"39199090";"";138.00;138.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (5) vs Bling (0) [Dif: +5] | NCM divergente: MGV (39199090) vs Bling (Não preenchido)"
"1508687";"GABINETE TAMPA G INJETADO MANOPLA CRIODERMIS";11;0;11;"39269090";"";400.00;400.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (11) vs Bling (0) [Dif: +11] | NCM divergente: MGV (39269090) vs Bling (Não preenchido)"
"322";"GABINETE TAMPA G INJETADO MANOPLA CRIODERMIS";11;0;11;"85013110";"";400.00;400.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (11) vs Bling (0) [Dif: +11] | NCM divergente: MGV (85013110) vs Bling (Não preenchido)"
"1731300";"GABINETE TAMPA HAKON";4;0;4;"76042920";"";785.00;785.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (4) vs Bling (0) [Dif: +4] | NCM divergente: MGV (76042920) vs Bling (Não preenchido)"
"1508709";"GABINETE TAMPA M INJETADO MANOPLA CRIODERMIS";0;0;0;"39269090";"";380.00;380.00;"FISCAL_DIVERGENCE";"NCM divergente: MGV (39269090) vs Bling (Não preenchido)"
"323";"GABINETE TAMPA M INJETADO MANOPLA CRIODERMIS";0;0;0;"85017290";"";380.00;380.00;"FISCAL_DIVERGENCE";"NCM divergente: MGV (85017290) vs Bling (Não preenchido)"
"3018396";"GANFET N-CH 650V 29A TO220 - TP65H070G4PS                                        NS: 0000000004";8;0;8;"85412920";"";0.00;112.94;"QTY_DIVERGENCE";"Estoque divergente: MGV (8) vs Bling (0) [Dif: +8] | NCM divergente: MGV (85412920) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 112.94)"
"474";"GARRAFA PLÁSTICA 450 ML";8;0;8;"90189099";"";0.00;15.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (8) vs Bling (0) [Dif: +8] | NCM divergente: MGV (90189099) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 15.00)"
"2000000000002";"HECCUS IBRAMED";0;0;0;"90189099";"";500.00;500.00;"FISCAL_DIVERGENCE";"NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"012509RM04";"HTM AURIUS PLASMA NS:444611";0;0;0;"90189099";"";4090.00;4090.00;"FISCAL_DIVERGENCE";"NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"MP1677";"Haste Plastica P/ Console(Vibrocell) -";10;0;10;"39269090";"";110.00;110.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (10) vs Bling (0) [Dif: +10] | NCM divergente: MGV (39269090) vs Bling (Não preenchido)"
"4430";"INDUTOR 330UH 3A";10;0;10;"85045090";"";0.00;9.93;"QTY_DIVERGENCE";"Estoque divergente: MGV (10) vs Bling (0) [Dif: +10] | NCM divergente: MGV (85045090) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 9.93)"
"03019002";"INTERRUPTOR BIPOLAR 6A - 15223                                                   Ns: 0000000108";0;0;0;"85365090";"";5.10;5.10;"FISCAL_DIVERGENCE";"NCM divergente: MGV (85365090) vs Bling (Não preenchido)"
"3018039";"IXRFD630                                                                         NS: AUTO028456";2;0;2;"85412199";"";320.00;320.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (85412199) vs Bling (Não preenchido)"
"3015096";"JACK J1 (PLUG ISOLADO) - 90O. SOLDA PLACA NS: 0000000109";92;0;92;"85366990";"";80.00;80.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (92) vs Bling (0) [Dif: +92] | NCM divergente: MGV (85366990) vs Bling (Não preenchido)"
"00007";"JACK J1 (PLUG ISOLADO) - 90o. SOLDA PLACA                                        Ns: 0000000077";0;0;0;"85444200";"";3.36;3.36;"FISCAL_DIVERGENCE";"NCM divergente: MGV (85444200) vs Bling (Não preenchido)"
"03015096";"JACK J1 (PLUG ISOLADO) - 90o. SOLDA PLACA                                        Ns: 0000000093";0;0;0;"85444200";"";3.36;3.36;"FISCAL_DIVERGENCE";"NCM divergente: MGV (85444200) vs Bling (Não preenchido)"
"3067";"JUNTA ESFERICA - APLICADOR VIBRIA_HIBRIDI";65;0;65;"90189099";"";5.50;5.50;"QTY_DIVERGENCE";"Estoque divergente: MGV (65) vs Bling (0) [Dif: +65] | NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"504";"KIT ADAPTADOR VENTOSA DERMOTONUS PUCHIM";4;0;4;"39021010";"";59.90;59.90;"QTY_DIVERGENCE";"Estoque divergente: MGV (4) vs Bling (0) [Dif: +4] | NCM divergente: MGV (39021010) vs Bling (Não preenchido)"
"320";"KIT ASSISTENCIA FILTRO GRANDE HAKON";0;0;0;"84219999";"";990.00;990.00;"FISCAL_DIVERGENCE";"NCM divergente: MGV (84219999) vs Bling (Não preenchido)"
"746";"KIT CANETA DIAMANTADA ACRIL 5 PONTEIRAS";4;0;4;"76041010";"";249.90;249.90;"QTY_DIVERGENCE";"Estoque divergente: MGV (4) vs Bling (0) [Dif: +4] | NCM divergente: MGV (76041010) vs Bling (Não preenchido)"
"4889";"KIT FUNIL";2;0;2;"90189099";"";192.00;192.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"25002191";"KIT RESERVATORIO HYGIADERMO VACUO EVT2211";1;0;1;"90330000";"";0.00;285.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (90330000) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 285.00)"
"20341";"KIT VENTOSA GLUTEO ACRIL 160 ENGATE 8MM";1;0;1;"39069021";"";169.90;169.90;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (39069021) vs Bling (Não preenchido)"
"20340";"KIT VENTOSA GLUTEO ACRIL 160MM ENGATE 6MM";0;0;0;"39069021";"";169.90;169.90;"FISCAL_DIVERGENCE";"NCM divergente: MGV (39069021) vs Bling (Não preenchido)"
"550";"LAMPADA LUZ PULSADA";1;0;1;"85394900";"";0.00;1.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (85394900) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.00)"
"549";"LAMPADA LUZ PULSADA 500M";6;0;6;"85393900";"";0.00;1.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (6) vs Bling (0) [Dif: +6] | NCM divergente: MGV (85393900) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.00)"
"173";"LAMPADA NEON NE-2 COM RABICHO";5;0;5;"85393120";"";0.00;1.32;"QTY_DIVERGENCE";"Estoque divergente: MGV (5) vs Bling (0) [Dif: +5] | NCM divergente: MGV (85393120) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.32)"
"11007";"LAMPADA TUBULAR 4W T5 UV";10;0;10;"85408990";"";0.00;43.52;"QTY_DIVERGENCE";"Estoque divergente: MGV (10) vs Bling (0) [Dif: +10] | NCM divergente: MGV (85408990) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 43.52)"
"2000000000005";"LASER PULSE COM CANETA";0;0;0;"90189099";"";500.00;500.00;"FISCAL_DIVERGENCE";"NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"444";"MANGUEIRA DE PROTECAO 12MM EM SILICONE CINZA                                     Ns: 0000000067";2;0;2;"39173240";"";0.00;41.82;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (39173240) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 41.82)"
"3017068";"MANGUEIRA DE PROTEÇÃO";2;0;2;"39173900";"";0.00;1.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (39173900) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.00)"
"6904";"MANGUEIRA DE PROTEÇÃO DENTÁRIA CINZA DIAM INTERNO 20MM";5;0;5;"39173900";"";0.00;166.50;"QTY_DIVERGENCE";"Estoque divergente: MGV (5) vs Bling (0) [Dif: +5] | NCM divergente: MGV (39173900) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 166.50)"
"4122";"MANGUEIRA DE SILICONE 5,0 X 9,0 004455";3;0;3;"39100021";"";0.00;45.65;"QTY_DIVERGENCE";"Estoque divergente: MGV (3) vs Bling (0) [Dif: +3] | NCM divergente: MGV (39100021) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 45.65)"
"10750";"MANGUEIRA DE SILICONE 9,0X14,0 208";0;0;0;"39100021";"";0.00;56.16;"FISCAL_DIVERGENCE";"NCM divergente: MGV (39100021) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 56.16)"
"3038272";"MANGUEIRA EM SILICONE";2;0;2;"39173900";"";0.00;1.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (39173900) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.00)"
"3038087";"MANGUEIRA EM SILICONE CINZA - 12 MM X 6 MM                                       Ns: 0000000101";2;0;2;"39269090";"";0.00;32.93;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (39269090) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 32.93)"
"446";"MANGUEIRA EM SILICONE CINZA - 17MM X 8 MM                                        Ns: 0000000008";2;0;2;"39173240";"";0.00;47.09;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (39173240) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 47.09)"
"2039040";"MANGUEIRA P/ CANETA APLICADORA DERMO ESTHETIC                                    NS: 1316681001";2;0;2;"39173229";"";210.00;210.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (39173229) vs Bling (Não preenchido)"
"65938";"MANGUEIRA PU AZUL ESPIRAL EXT. 6,00 X 4,00 MM INT.  6 METROS /I";5;0;5;"39173900";"";0.00;25.50;"QTY_DIVERGENCE";"Estoque divergente: MGV (5) vs Bling (0) [Dif: +5] | NCM divergente: MGV (39173900) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 25.50)"
"65940";"MANGUEIRA PU AZUL ESPIRAL EXT. 8,00 X 5,00 MM INT.  6 METROS /I";7;0;7;"39173900";"";99.99;99.99;"QTY_DIVERGENCE";"Estoque divergente: MGV (7) vs Bling (0) [Dif: +7] | NCM divergente: MGV (39173900) vs Bling (Não preenchido)"
"1229";"MB22016A - MEMBRANA TRIATHERM RGB PORTUGUES - PAINEL SUPERIOR";0;0;0;"39206100";"";230.00;230.00;"FISCAL_DIVERGENCE";"NCM divergente: MGV (39206100) vs Bling (Não preenchido)"
"2169";"MB22020A - MEMBRANA CAVICELL 40 RGB PORTUGUES - PAINEL SUPERIOR";1;0;1;"39206100";"";240.00;240.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (39206100) vs Bling (Não preenchido)"
"3025275";"MECANISMO MONTADO APLICADOR MODELATTA                                            NS: 0000000082";4;0;4;"90330000";"";0.00;352.31;"QTY_DIVERGENCE";"Estoque divergente: MGV (4) vs Bling (0) [Dif: +4] | NCM divergente: MGV (90330000) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 352.31)"
"5014080";"MEDICAL SAN CRIODERMIS FULL";0;0;0;"90189099";"";40000.00;40000.00;"FISCAL_DIVERGENCE";"NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"1732129";"MEMBRANA HAKON";3;0;3;"84239021";"";0.00;230.12;"QTY_DIVERGENCE";"Estoque divergente: MGV (3) vs Bling (0) [Dif: +3] | NCM divergente: MGV (84239021) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 230.12)"
"02110118";"MINIVENTILADOR 60 X 60 X 20 - CONECTOR PEF1-03 - 13CM";0;0;0;"85444200";"";100.00;100.00;"FISCAL_DIVERGENCE";"NCM divergente: MGV (85444200) vs Bling (Não preenchido)"
"3015139";"MODULO DE ENTRADA AC - 3545 -T1B02AE";1;0;1;"85366990";"";180.00;180.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (85366990) vs Bling (Não preenchido)"
"03015139";"MODULO DE ENTRADA AC - 3545-T1B02AE                                              Ns: 0000000048";0;0;0;"90189099";"";30.24;30.24;"FISCAL_DIVERGENCE";"NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"1772732";"MODULO DIODO A LASER COM APLICADOR SCANNER A SER UTILIZADO EM EQUIP. ESTETICO A LASER";0;0;0;"90189099";"";12628.04;12628.04;"FISCAL_DIVERGENCE";"NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"6752";"MODULO FORCA 2 PINOS C/ PORT.FUSIV/CHAVE EMBUTIR";3;0;3;"85366990";"";90.00;90.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (3) vs Bling (0) [Dif: +3] | NCM divergente: MGV (85366990) vs Bling (Não preenchido)"
"1832020";"MODULO TERMOELETRICO PELTIER TES1-11709T125";2;0;2;"84186999";"";990.00;990.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (84186999) vs Bling (Não preenchido)"
